zona,geohash6,data,Hora,Minuto,localizacao_dicofre,rua,cidade,nivel_de_intensidade,velocidade,velocidade_kmh,atraso,comprimento,latitude,longitude,geowkt,geo
Campo Grande,eyckrx,2026-09-02,21,45,110618,2.ª Circular,LISBOA,40% a 21% da velocidade de fluxo livre,4.61944,16.63,117,696,38.7574,-9.16528,"LineString(-9.16924 38.75731, -9.167066 38.757199, -9.166256 38.757202, -9.16591 38.757214, -9.165116 38.757268, -9.164709 38.757311, -9.164165 38.757384, -9.163475 38.757507, -9.163167 38.757574, -9.161368 38.758007)","LINESTRING(-9.16924 38.75731, -9.167066 38.757199, -9.166256 38.757202, -9.16591 38.757214, -9.165116 38.757268, -9.164709 38.757311, -9.164165 38.757384, -9.163475 38.757507, -9.163167 38.757574, -9.161368 38.758007)"
Campo Grande,eyckrx,2026-09-02,21,45,110618,2.ª Circular,LISBOA,60% a 41% da velocidade de fluxo livre,3.34167,12.03,175,696,38.7574,-9.16528,"LineString(-9.16924 38.75731, -9.167066 38.757199, -9.166256 38.757202, -9.16591 38.757214, -9.165116 38.757268, -9.164709 38.757311, -9.164165 38.757384, -9.163475 38.757507, -9.163167 38.757574, -9.161368 38.758007)","LINESTRING(-9.16924 38.75731, -9.167066 38.757199, -9.166256 38.757202, -9.16591 38.757214, -9.165116 38.757268, -9.164709 38.757311, -9.164165 38.757384, -9.163475 38.757507, -9.163167 38.757574, -9.161368 38.758007)"
Campo Grande,eyckrx / eyckxb,2026-09-02,21,47,110618,2.ª Circular,LISBOA,40% a 21% da velocidade de fluxo livre,3.94444,14.2,663,3246,38.7592,-9.16026,"LineString(-9.142326 38.763007, -9.143016 38.76291, -9.144455 38.762659, -9.145092 38.762563, -9.145875 38.762379, -9.147324 38.762099, -9.147979 38.761954, -9.148543 38.761811, -9.149171 38.761633, -9.149682 38.761472, -9.151095 38.760986, -9.151713 38.76079, -9.152098 38.760625, -9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)","LINESTRING(-9.142326 38.763007, -9.143016 38.76291, -9.144455 38.762659, -9.145092 38.762563, -9.145875 38.762379, -9.147324 38.762099, -9.147979 38.761954, -9.148543 38.761811, -9.149171 38.761633, -9.149682 38.761472, -9.151095 38.760986, -9.151713 38.76079, -9.152098 38.760625, -9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)"
Campo Grande,eyckrx / eyckxb,2026-09-02,21,47,110618,2.ª Circular,LISBOA,40% a 21% da velocidade de fluxo livre,4.30556,15.5,594,3246,38.7592,-9.16026,"LineString(-9.142326 38.763007, -9.143016 38.76291, -9.144455 38.762659, -9.145092 38.762563, -9.145875 38.762379, -9.147324 38.762099, -9.147979 38.761954, -9.148543 38.761811, -9.149171 38.761633, -9.149682 38.761472, -9.151095 38.760986, -9.151713 38.76079, -9.152098 38.760625, -9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)","LINESTRING(-9.142326 38.763007, -9.143016 38.76291, -9.144455 38.762659, -9.145092 38.762563, -9.145875 38.762379, -9.147324 38.762099, -9.147979 38.761954, -9.148543 38.761811, -9.149171 38.761633, -9.149682 38.761472, -9.151095 38.760986, -9.151713 38.76079, -9.152098 38.760625, -9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)"
Campo Grande,eyckrx / eyckxb,2026-09-02,21,47,110618,2.ª Circular,LISBOA,40% a 21% da velocidade de fluxo livre,4.32778,15.58,634,3496,38.7595,-9.15887,"LineString(-9.139471 38.763228, -9.140162 38.763201, -9.140901 38.763153, -9.141599 38.763088, -9.142326 38.763007, -9.143016 38.76291, -9.144455 38.762659, -9.145092 38.762563, -9.145875 38.762379, -9.147324 38.762099, -9.147979 38.761954, -9.148543 38.761811, -9.149171 38.761633, -9.149682 38.761472, -9.151095 38.760986, -9.151713 38.76079, -9.152098 38.760625, -9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)","LINESTRING(-9.139471 38.763228, -9.140162 38.763201, -9.140901 38.763153, -9.141599 38.763088, -9.142326 38.763007, -9.143016 38.76291, -9.144455 38.762659, -9.145092 38.762563, -9.145875 38.762379, -9.147324 38.762099, -9.147979 38.761954, -9.148543 38.761811, -9.149171 38.761633, -9.149682 38.761472, -9.151095 38.760986, -9.151713 38.76079, -9.152098 38.760625, -9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)"
Campo Grande,eyckrx / eyckxb,2026-09-02,21,47,110618,2.ª Circular,LISBOA,40% a 21% da velocidade de fluxo livre,4.35556,15.68,629,3496,38.7595,-9.15887,"LineString(-9.139471 38.763228, -9.140162 38.763201, -9.140901 38.763153, -9.141599 38.763088, -9.142326 38.763007, -9.143016 38.76291, -9.144455 38.762659, -9.145092 38.762563, -9.145875 38.762379, -9.147324 38.762099, -9.147979 38.761954, -9.148543 38.761811, -9.149171 38.761633, -9.149682 38.761472, -9.151095 38.760986, -9.151713 38.76079, -9.152098 38.760625, -9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)","LINESTRING(-9.139471 38.763228, -9.140162 38.763201, -9.140901 38.763153, -9.141599 38.763088, -9.142326 38.763007, -9.143016 38.76291, -9.144455 38.762659, -9.145092 38.762563, -9.145875 38.762379, -9.147324 38.762099, -9.147979 38.761954, -9.148543 38.761811, -9.149171 38.761633, -9.149682 38.761472, -9.151095 38.760986, -9.151713 38.76079, -9.152098 38.760625, -9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)"
Campo Grande,eyckrx / eyckxb,2026-09-02,21,47,110618,2.ª Circular,LISBOA,40% a 21% da velocidade de fluxo livre,4.4,15.84,478,2688,38.7595,-9.15711,"LineString(-9.142326 38.763007, -9.143016 38.76291, -9.144455 38.762659, -9.145092 38.762563, -9.145875 38.762379, -9.147324 38.762099, -9.147979 38.761954, -9.148543 38.761811, -9.149171 38.761633, -9.149682 38.761472, -9.151095 38.760986, -9.151713 38.76079, -9.152098 38.760625, -9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757)","LINESTRING(-9.142326 38.763007, -9.143016 38.76291, -9.144455 38.762659, -9.145092 38.762563, -9.145875 38.762379, -9.147324 38.762099, -9.147979 38.761954, -9.148543 38.761811, -9.149171 38.761633, -9.149682 38.761472, -9.151095 38.760986, -9.151713 38.76079, -9.152098 38.760625, -9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757)"
Campo Grande,eyckrx / eyckxb,2026-09-02,21,47,110618,2.ª Circular,LISBOA,40% a 21% da velocidade de fluxo livre,4.50278,16.21,561,3246,38.7592,-9.16026,"LineString(-9.142326 38.763007, -9.143016 38.76291, -9.144455 38.762659, -9.145092 38.762563, -9.145875 38.762379, -9.147324 38.762099, -9.147979 38.761954, -9.148543 38.761811, -9.149171 38.761633, -9.149682 38.761472, -9.151095 38.760986, -9.151713 38.76079, -9.152098 38.760625, -9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)","LINESTRING(-9.142326 38.763007, -9.143016 38.76291, -9.144455 38.762659, -9.145092 38.762563, -9.145875 38.762379, -9.147324 38.762099, -9.147979 38.761954, -9.148543 38.761811, -9.149171 38.761633, -9.149682 38.761472, -9.151095 38.760986, -9.151713 38.76079, -9.152098 38.760625, -9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)"
Campo Grande,eyckrx / eyckxb,2026-09-02,21,47,110618,2.ª Circular,LISBOA,60% a 41% da velocidade de fluxo livre,2.09722,7.55,1670,3911,38.7599,-9.15654,"LineString(-9.134716 38.76317, -9.137024 38.763207, -9.137507 38.763226, -9.138768 38.763239, -9.139471 38.763228, -9.140162 38.763201, -9.140901 38.763153, -9.141599 38.763088, -9.142326 38.763007, -9.143016 38.76291, -9.144455 38.762659, -9.145092 38.762563, -9.145875 38.762379, -9.147324 38.762099, -9.147979 38.761954, -9.148543 38.761811, -9.149171 38.761633, -9.149682 38.761472, -9.151095 38.760986, -9.151713 38.76079, -9.152098 38.760625, -9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)","LINESTRING(-9.134716 38.76317, -9.137024 38.763207, -9.137507 38.763226, -9.138768 38.763239, -9.139471 38.763228, -9.140162 38.763201, -9.140901 38.763153, -9.141599 38.763088, -9.142326 38.763007, -9.143016 38.76291, -9.144455 38.762659, -9.145092 38.762563, -9.145875 38.762379, -9.147324 38.762099, -9.147979 38.761954, -9.148543 38.761811, -9.149171 38.761633, -9.149682 38.761472, -9.151095 38.760986, -9.151713 38.76079, -9.152098 38.760625, -9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)"
Campo Grande,eyckrx / eyckxb,2026-09-02,21,47,110618,2.ª Circular,LISBOA,60% a 41% da velocidade de fluxo livre,2.125,7.65,1731,4113,38.7601,-9.1554,"LineString(-9.132387 38.76318, -9.132459 38.763176, -9.132902 38.763156, -9.133374 38.763149, -9.137024 38.763207, -9.137507 38.763226, -9.138768 38.763239, -9.139471 38.763228, -9.140162 38.763201, -9.140901 38.763153, -9.141599 38.763088, -9.142326 38.763007, -9.143016 38.76291, -9.144455 38.762659, -9.145092 38.762563, -9.145875 38.762379, -9.147324 38.762099, -9.147979 38.761954, -9.148543 38.761811, -9.149171 38.761633, -9.149682 38.761472, -9.151095 38.760986, -9.151713 38.76079, -9.152098 38.760625, -9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)","LINESTRING(-9.132387 38.76318, -9.132459 38.763176, -9.132902 38.763156, -9.133374 38.763149, -9.137024 38.763207, -9.137507 38.763226, -9.138768 38.763239, -9.139471 38.763228, -9.140162 38.763201, -9.140901 38.763153, -9.141599 38.763088, -9.142326 38.763007, -9.143016 38.76291, -9.144455 38.762659, -9.145092 38.762563, -9.145875 38.762379, -9.147324 38.762099, -9.147979 38.761954, -9.148543 38.761811, -9.149171 38.761633, -9.149682 38.761472, -9.151095 38.760986, -9.151713 38.76079, -9.152098 38.760625, -9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)"
Campo Grande,eyckrx / eyckxb,2026-09-02,21,47,110618,2.ª Circular,LISBOA,60% a 41% da velocidade de fluxo livre,2.14722,7.73,1712,4113,38.7601,-9.1554,"LineString(-9.132387 38.76318, -9.132459 38.763176, -9.132902 38.763156, -9.133374 38.763149, -9.137024 38.763207, -9.137507 38.763226, -9.138768 38.763239, -9.139471 38.763228, -9.140162 38.763201, -9.140901 38.763153, -9.141599 38.763088, -9.142326 38.763007, -9.143016 38.76291, -9.144455 38.762659, -9.145092 38.762563, -9.145875 38.762379, -9.147324 38.762099, -9.147979 38.761954, -9.148543 38.761811, -9.149171 38.761633, -9.149682 38.761472, -9.151095 38.760986, -9.151713 38.76079, -9.152098 38.760625, -9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)","LINESTRING(-9.132387 38.76318, -9.132459 38.763176, -9.132902 38.763156, -9.133374 38.763149, -9.137024 38.763207, -9.137507 38.763226, -9.138768 38.763239, -9.139471 38.763228, -9.140162 38.763201, -9.140901 38.763153, -9.141599 38.763088, -9.142326 38.763007, -9.143016 38.76291, -9.144455 38.762659, -9.145092 38.762563, -9.145875 38.762379, -9.147324 38.762099, -9.147979 38.761954, -9.148543 38.761811, -9.149171 38.761633, -9.149682 38.761472, -9.151095 38.760986, -9.151713 38.76079, -9.152098 38.760625, -9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)"
Campo Grande,eyckrx / eyckxb,2026-09-02,21,47,110618,2.ª Circular,LISBOA,60% a 41% da velocidade de fluxo livre,2.15278,7.75,1623,3911,38.7599,-9.15654,"LineString(-9.134716 38.76317, -9.137024 38.763207, -9.137507 38.763226, -9.138768 38.763239, -9.139471 38.763228, -9.140162 38.763201, -9.140901 38.763153, -9.141599 38.763088, -9.142326 38.763007, -9.143016 38.76291, -9.144455 38.762659, -9.145092 38.762563, -9.145875 38.762379, -9.147324 38.762099, -9.147979 38.761954, -9.148543 38.761811, -9.149171 38.761633, -9.149682 38.761472, -9.151095 38.760986, -9.151713 38.76079, -9.152098 38.760625, -9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)","LINESTRING(-9.134716 38.76317, -9.137024 38.763207, -9.137507 38.763226, -9.138768 38.763239, -9.139471 38.763228, -9.140162 38.763201, -9.140901 38.763153, -9.141599 38.763088, -9.142326 38.763007, -9.143016 38.76291, -9.144455 38.762659, -9.145092 38.762563, -9.145875 38.762379, -9.147324 38.762099, -9.147979 38.761954, -9.148543 38.761811, -9.149171 38.761633, -9.149682 38.761472, -9.151095 38.760986, -9.151713 38.76079, -9.152098 38.760625, -9.153504 38.760155, -9.154477 38.759809, -9.155376 38.759543, -9.157488 38.759023, -9.159945 38.758441, -9.161094 38.758162, -9.162055 38.757935, -9.163405 38.757615, -9.163915 38.757516, -9.164395 38.757442, -9.164874 38.75738, -9.16565 38.757316, -9.166132 38.757297, -9.166611 38.757293, -9.167074 38.757305, -9.169765 38.757464, -9.172066 38.75757, -9.172807 38.757616, -9.175025 38.757725, -9.175668 38.757712, -9.176314 38.757683, -9.176911 38.757641, -9.177515 38.757575, -9.178445 38.757433)"
