zona,geohash6,data,Hora,Minuto,localizacao_dicofre,rua,cidade,nivel_de_intensidade,velocidade,velocidade_kmh,atraso,comprimento,latitude,longitude,geowkt,geo
Avenida do Colégio Militar,eyckqy,2026-08-31,17,48,110608,Lg. da Revista Militar,LISBOA,40% a 21% da velocidade de fluxo livre,2.42222,8.72,137,494,38.754,-9.19081,"LineString(-9.19324 38.754991, -9.192986 38.755006, -9.192824 38.754997, -9.192642 38.754966, -9.192458 38.754904, -9.190311 38.753754, -9.190159 38.753671, -9.190063 38.753616, -9.188793 38.752921, -9.188615 38.752817, -9.188473 38.752704)","LINESTRING(-9.19324 38.754991, -9.192986 38.755006, -9.192824 38.754997, -9.192642 38.754966, -9.192458 38.754904, -9.190311 38.753754, -9.190159 38.753671, -9.190063 38.753616, -9.188793 38.752921, -9.188615 38.752817, -9.188473 38.752704)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,48,110608,Lg. da Revista Militar,LISBOA,60% a 41% da velocidade de fluxo livre,1.80833,6.51,206,494,38.754,-9.19081,"LineString(-9.19324 38.754991, -9.192986 38.755006, -9.192824 38.754997, -9.192642 38.754966, -9.192458 38.754904, -9.190311 38.753754, -9.190159 38.753671, -9.190063 38.753616, -9.188793 38.752921, -9.188615 38.752817, -9.188473 38.752704)","LINESTRING(-9.19324 38.754991, -9.192986 38.755006, -9.192824 38.754997, -9.192642 38.754966, -9.192458 38.754904, -9.190311 38.753754, -9.190159 38.753671, -9.190063 38.753616, -9.188793 38.752921, -9.188615 38.752817, -9.188473 38.752704)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,49,110608,Av. do Colégio Militar,LISBOA,40% a 21% da velocidade de fluxo livre,1.71667,6.18,113,335,38.7507,-9.19077,"LineString(-9.189716 38.751818, -9.19098 38.750876, -9.191088 38.750759, -9.191164 38.750515, -9.191179 38.750137, -9.191197 38.749738, -9.191218 38.749258)","LINESTRING(-9.189716 38.751818, -9.19098 38.750876, -9.191088 38.750759, -9.191164 38.750515, -9.191179 38.750137, -9.191197 38.749738, -9.191218 38.749258)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,49,110608,Av. do Colégio Militar,LISBOA,40% a 21% da velocidade de fluxo livre,1.72222,6.2,112,335,38.7507,-9.19077,"LineString(-9.189716 38.751818, -9.19098 38.750876, -9.191088 38.750759, -9.191164 38.750515, -9.191179 38.750137, -9.191197 38.749738, -9.191218 38.749258)","LINESTRING(-9.189716 38.751818, -9.19098 38.750876, -9.191088 38.750759, -9.191164 38.750515, -9.191179 38.750137, -9.191197 38.749738, -9.191218 38.749258)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,49,110608,Av. do Colégio Militar,LISBOA,40% a 21% da velocidade de fluxo livre,1.73611,6.25,111,335,38.7507,-9.19077,"LineString(-9.189716 38.751818, -9.19098 38.750876, -9.191088 38.750759, -9.191164 38.750515, -9.191179 38.750137, -9.191197 38.749738, -9.191218 38.749258)","LINESTRING(-9.189716 38.751818, -9.19098 38.750876, -9.191088 38.750759, -9.191164 38.750515, -9.191179 38.750137, -9.191197 38.749738, -9.191218 38.749258)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,49,110608,Av. do Colégio Militar,LISBOA,40% a 21% da velocidade de fluxo livre,1.76111,6.34,108,335,38.7507,-9.19077,"LineString(-9.189716 38.751818, -9.19098 38.750876, -9.191088 38.750759, -9.191164 38.750515, -9.191179 38.750137, -9.191197 38.749738, -9.191218 38.749258)","LINESTRING(-9.189716 38.751818, -9.19098 38.750876, -9.191088 38.750759, -9.191164 38.750515, -9.191179 38.750137, -9.191197 38.749738, -9.191218 38.749258)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,49,110608,Av. do Colégio Militar,LISBOA,40% a 21% da velocidade de fluxo livre,1.85278,6.67,98,335,38.7507,-9.19077,"LineString(-9.189716 38.751818, -9.19098 38.750876, -9.191088 38.750759, -9.191164 38.750515, -9.191179 38.750137, -9.191197 38.749738, -9.191218 38.749258)","LINESTRING(-9.189716 38.751818, -9.19098 38.750876, -9.191088 38.750759, -9.191164 38.750515, -9.191179 38.750137, -9.191197 38.749738, -9.191218 38.749258)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,49,110608,Av. do Colégio Militar,LISBOA,40% a 21% da velocidade de fluxo livre,1.88889,6.8,95,335,38.7507,-9.19077,"LineString(-9.189716 38.751818, -9.19098 38.750876, -9.191088 38.750759, -9.191164 38.750515, -9.191179 38.750137, -9.191197 38.749738, -9.191218 38.749258)","LINESTRING(-9.189716 38.751818, -9.19098 38.750876, -9.191088 38.750759, -9.191164 38.750515, -9.191179 38.750137, -9.191197 38.749738, -9.191218 38.749258)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,49,110608,Av. do Colégio Militar,LISBOA,40% a 21% da velocidade de fluxo livre,1.92222,6.92,131,434,38.751,-9.19041,"LineString(-9.188867 38.752418, -9.189192 38.752192, -9.189288 38.752125, -9.189716 38.751818, -9.19098 38.750876, -9.191088 38.750759, -9.191164 38.750515, -9.191179 38.750137, -9.191197 38.749738, -9.191218 38.749258)","LINESTRING(-9.188867 38.752418, -9.189192 38.752192, -9.189288 38.752125, -9.189716 38.751818, -9.19098 38.750876, -9.191088 38.750759, -9.191164 38.750515, -9.191179 38.750137, -9.191197 38.749738, -9.191218 38.749258)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,49,110608,Av. do Colégio Militar,LISBOA,40% a 21% da velocidade de fluxo livre,1.98611,7.15,86,335,38.7507,-9.19077,"LineString(-9.189716 38.751818, -9.19098 38.750876, -9.191088 38.750759, -9.191164 38.750515, -9.191179 38.750137, -9.191197 38.749738, -9.191218 38.749258)","LINESTRING(-9.189716 38.751818, -9.19098 38.750876, -9.191088 38.750759, -9.191164 38.750515, -9.191179 38.750137, -9.191197 38.749738, -9.191218 38.749258)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,49,110608,Av. do Colégio Militar,LISBOA,40% a 21% da velocidade de fluxo livre,2.275,8.19,97,434,38.751,-9.19041,"LineString(-9.188867 38.752418, -9.189192 38.752192, -9.189288 38.752125, -9.189716 38.751818, -9.19098 38.750876, -9.191088 38.750759, -9.191164 38.750515, -9.191179 38.750137, -9.191197 38.749738, -9.191218 38.749258)","LINESTRING(-9.188867 38.752418, -9.189192 38.752192, -9.189288 38.752125, -9.189716 38.751818, -9.19098 38.750876, -9.191088 38.750759, -9.191164 38.750515, -9.191179 38.750137, -9.191197 38.749738, -9.191218 38.749258)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,49,110608,Av. do Colégio Militar,LISBOA,60% a 41% da velocidade de fluxo livre,1.69167,6.09,116,335,38.7507,-9.19077,"LineString(-9.189716 38.751818, -9.19098 38.750876, -9.191088 38.750759, -9.191164 38.750515, -9.191179 38.750137, -9.191197 38.749738, -9.191218 38.749258)","LINESTRING(-9.189716 38.751818, -9.19098 38.750876, -9.191088 38.750759, -9.191164 38.750515, -9.191179 38.750137, -9.191197 38.749738, -9.191218 38.749258)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,49,110608,Av. do Colégio Militar,LISBOA,60% a 41% da velocidade de fluxo livre,1.83889,6.62,142,434,38.751,-9.19041,"LineString(-9.188867 38.752418, -9.189192 38.752192, -9.189288 38.752125, -9.189716 38.751818, -9.19098 38.750876, -9.191088 38.750759, -9.191164 38.750515, -9.191179 38.750137, -9.191197 38.749738, -9.191218 38.749258)","LINESTRING(-9.188867 38.752418, -9.189192 38.752192, -9.189288 38.752125, -9.189716 38.751818, -9.19098 38.750876, -9.191088 38.750759, -9.191164 38.750515, -9.191179 38.750137, -9.191197 38.749738, -9.191218 38.749258)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,49,110639,"Ac. 2ª Circular, A1 (N), Centro, Campo Grande",LISBOA,40% a 21% da velocidade de fluxo livre,3.11111,11.2,116,493,38.7526,-9.18573,"LineString(-9.184497 38.751079, -9.184961 38.751294, -9.185847 38.751741, -9.18597 38.751825, -9.186071 38.75192, -9.186126 38.752006, -9.186157 38.752096, -9.186202 38.75245, -9.186229 38.752563, -9.186355 38.752835, -9.186405 38.752973, -9.186419 38.75308, -9.186396 38.753189, -9.18634 38.753281, -9.185726 38.753898, -9.185298 38.754249, -9.185125 38.754477)","LINESTRING(-9.184497 38.751079, -9.184961 38.751294, -9.185847 38.751741, -9.18597 38.751825, -9.186071 38.75192, -9.186126 38.752006, -9.186157 38.752096, -9.186202 38.75245, -9.186229 38.752563, -9.186355 38.752835, -9.186405 38.752973, -9.186419 38.75308, -9.186396 38.753189, -9.18634 38.753281, -9.185726 38.753898, -9.185298 38.754249, -9.185125 38.754477)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,49,110639,"Ac. 2ª Circular, A1 (N), Centro, Campo Grande",LISBOA,40% a 21% da velocidade de fluxo livre,3.69444,13.3,91,493,38.7526,-9.18573,"LineString(-9.184497 38.751079, -9.184961 38.751294, -9.185847 38.751741, -9.18597 38.751825, -9.186071 38.75192, -9.186126 38.752006, -9.186157 38.752096, -9.186202 38.75245, -9.186229 38.752563, -9.186355 38.752835, -9.186405 38.752973, -9.186419 38.75308, -9.186396 38.753189, -9.18634 38.753281, -9.185726 38.753898, -9.185298 38.754249, -9.185125 38.754477)","LINESTRING(-9.184497 38.751079, -9.184961 38.751294, -9.185847 38.751741, -9.18597 38.751825, -9.186071 38.75192, -9.186126 38.752006, -9.186157 38.752096, -9.186202 38.75245, -9.186229 38.752563, -9.186355 38.752835, -9.186405 38.752973, -9.186419 38.75308, -9.186396 38.753189, -9.18634 38.753281, -9.185726 38.753898, -9.185298 38.754249, -9.185125 38.754477)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,49,110639,"Ac. 2ª Circular, A1 (N), Centro, Campo Grande",LISBOA,60% a 41% da velocidade de fluxo livre,0.983333,3.54,458,493,38.7526,-9.18573,"LineString(-9.184497 38.751079, -9.184961 38.751294, -9.185847 38.751741, -9.18597 38.751825, -9.186071 38.75192, -9.186126 38.752006, -9.186157 38.752096, -9.186202 38.75245, -9.186229 38.752563, -9.186355 38.752835, -9.186405 38.752973, -9.186419 38.75308, -9.186396 38.753189, -9.18634 38.753281, -9.185726 38.753898, -9.185298 38.754249, -9.185125 38.754477)","LINESTRING(-9.184497 38.751079, -9.184961 38.751294, -9.185847 38.751741, -9.18597 38.751825, -9.186071 38.75192, -9.186126 38.752006, -9.186157 38.752096, -9.186202 38.75245, -9.186229 38.752563, -9.186355 38.752835, -9.186405 38.752973, -9.186419 38.75308, -9.186396 38.753189, -9.18634 38.753281, -9.185726 38.753898, -9.185298 38.754249, -9.185125 38.754477)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,49,110639,"Ac. 2ª Circular, A1 (N), Centro, Campo Grande",LISBOA,60% a 41% da velocidade de fluxo livre,1.04722,3.77,427,493,38.7526,-9.18573,"LineString(-9.184497 38.751079, -9.184961 38.751294, -9.185847 38.751741, -9.18597 38.751825, -9.186071 38.75192, -9.186126 38.752006, -9.186157 38.752096, -9.186202 38.75245, -9.186229 38.752563, -9.186355 38.752835, -9.186405 38.752973, -9.186419 38.75308, -9.186396 38.753189, -9.18634 38.753281, -9.185726 38.753898, -9.185298 38.754249, -9.185125 38.754477)","LINESTRING(-9.184497 38.751079, -9.184961 38.751294, -9.185847 38.751741, -9.18597 38.751825, -9.186071 38.75192, -9.186126 38.752006, -9.186157 38.752096, -9.186202 38.75245, -9.186229 38.752563, -9.186355 38.752835, -9.186405 38.752973, -9.186419 38.75308, -9.186396 38.753189, -9.18634 38.753281, -9.185726 38.753898, -9.185298 38.754249, -9.185125 38.754477)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,49,110639,"Ac. 2ª Circular, A1 (N), Centro, Campo Grande",LISBOA,60% a 41% da velocidade de fluxo livre,1.16667,4.2,380,493,38.7526,-9.18573,"LineString(-9.184497 38.751079, -9.184961 38.751294, -9.185847 38.751741, -9.18597 38.751825, -9.186071 38.75192, -9.186126 38.752006, -9.186157 38.752096, -9.186202 38.75245, -9.186229 38.752563, -9.186355 38.752835, -9.186405 38.752973, -9.186419 38.75308, -9.186396 38.753189, -9.18634 38.753281, -9.185726 38.753898, -9.185298 38.754249, -9.185125 38.754477)","LINESTRING(-9.184497 38.751079, -9.184961 38.751294, -9.185847 38.751741, -9.18597 38.751825, -9.186071 38.75192, -9.186126 38.752006, -9.186157 38.752096, -9.186202 38.75245, -9.186229 38.752563, -9.186355 38.752835, -9.186405 38.752973, -9.186419 38.75308, -9.186396 38.753189, -9.18634 38.753281, -9.185726 38.753898, -9.185298 38.754249, -9.185125 38.754477)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,49,110639,"Ac. 2ª Circular, A1 (N), Centro, Campo Grande",LISBOA,60% a 41% da velocidade de fluxo livre,1.29444,4.66,338,493,38.7526,-9.18573,"LineString(-9.184497 38.751079, -9.184961 38.751294, -9.185847 38.751741, -9.18597 38.751825, -9.186071 38.75192, -9.186126 38.752006, -9.186157 38.752096, -9.186202 38.75245, -9.186229 38.752563, -9.186355 38.752835, -9.186405 38.752973, -9.186419 38.75308, -9.186396 38.753189, -9.18634 38.753281, -9.185726 38.753898, -9.185298 38.754249, -9.185125 38.754477)","LINESTRING(-9.184497 38.751079, -9.184961 38.751294, -9.185847 38.751741, -9.18597 38.751825, -9.186071 38.75192, -9.186126 38.752006, -9.186157 38.752096, -9.186202 38.75245, -9.186229 38.752563, -9.186355 38.752835, -9.186405 38.752973, -9.186419 38.75308, -9.186396 38.753189, -9.18634 38.753281, -9.185726 38.753898, -9.185298 38.754249, -9.185125 38.754477)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,49,110639,"Ac. 2ª Circular, A1 (N), Centro, Campo Grande",LISBOA,60% a 41% da velocidade de fluxo livre,1.33333,4.8,327,493,38.7526,-9.18573,"LineString(-9.184497 38.751079, -9.184961 38.751294, -9.185847 38.751741, -9.18597 38.751825, -9.186071 38.75192, -9.186126 38.752006, -9.186157 38.752096, -9.186202 38.75245, -9.186229 38.752563, -9.186355 38.752835, -9.186405 38.752973, -9.186419 38.75308, -9.186396 38.753189, -9.18634 38.753281, -9.185726 38.753898, -9.185298 38.754249, -9.185125 38.754477)","LINESTRING(-9.184497 38.751079, -9.184961 38.751294, -9.185847 38.751741, -9.18597 38.751825, -9.186071 38.75192, -9.186126 38.752006, -9.186157 38.752096, -9.186202 38.75245, -9.186229 38.752563, -9.186355 38.752835, -9.186405 38.752973, -9.186419 38.75308, -9.186396 38.753189, -9.18634 38.753281, -9.185726 38.753898, -9.185298 38.754249, -9.185125 38.754477)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,49,110639,"Ac. 2ª Circular, A1 (N), Centro, Campo Grande",LISBOA,60% a 41% da velocidade de fluxo livre,1.54722,5.57,276,493,38.7526,-9.18573,"LineString(-9.184497 38.751079, -9.184961 38.751294, -9.185847 38.751741, -9.18597 38.751825, -9.186071 38.75192, -9.186126 38.752006, -9.186157 38.752096, -9.186202 38.75245, -9.186229 38.752563, -9.186355 38.752835, -9.186405 38.752973, -9.186419 38.75308, -9.186396 38.753189, -9.18634 38.753281, -9.185726 38.753898, -9.185298 38.754249, -9.185125 38.754477)","LINESTRING(-9.184497 38.751079, -9.184961 38.751294, -9.185847 38.751741, -9.18597 38.751825, -9.186071 38.75192, -9.186126 38.752006, -9.186157 38.752096, -9.186202 38.75245, -9.186229 38.752563, -9.186355 38.752835, -9.186405 38.752973, -9.186419 38.75308, -9.186396 38.753189, -9.18634 38.753281, -9.185726 38.753898, -9.185298 38.754249, -9.185125 38.754477)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,49,110639,"Ac. 2ª Circular, A1 (N), Centro, Campo Grande",LISBOA,60% a 41% da velocidade de fluxo livre,1.58056,5.69,269,493,38.7526,-9.18573,"LineString(-9.184497 38.751079, -9.184961 38.751294, -9.185847 38.751741, -9.18597 38.751825, -9.186071 38.75192, -9.186126 38.752006, -9.186157 38.752096, -9.186202 38.75245, -9.186229 38.752563, -9.186355 38.752835, -9.186405 38.752973, -9.186419 38.75308, -9.186396 38.753189, -9.18634 38.753281, -9.185726 38.753898, -9.185298 38.754249, -9.185125 38.754477)","LINESTRING(-9.184497 38.751079, -9.184961 38.751294, -9.185847 38.751741, -9.18597 38.751825, -9.186071 38.75192, -9.186126 38.752006, -9.186157 38.752096, -9.186202 38.75245, -9.186229 38.752563, -9.186355 38.752835, -9.186405 38.752973, -9.186419 38.75308, -9.186396 38.753189, -9.18634 38.753281, -9.185726 38.753898, -9.185298 38.754249, -9.185125 38.754477)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,49,110639,"Ac. 2ª Circular, A1 (N), Centro, Campo Grande",LISBOA,60% a 41% da velocidade de fluxo livre,1.71667,6.18,245,493,38.7526,-9.18573,"LineString(-9.184497 38.751079, -9.184961 38.751294, -9.185847 38.751741, -9.18597 38.751825, -9.186071 38.75192, -9.186126 38.752006, -9.186157 38.752096, -9.186202 38.75245, -9.186229 38.752563, -9.186355 38.752835, -9.186405 38.752973, -9.186419 38.75308, -9.186396 38.753189, -9.18634 38.753281, -9.185726 38.753898, -9.185298 38.754249, -9.185125 38.754477)","LINESTRING(-9.184497 38.751079, -9.184961 38.751294, -9.185847 38.751741, -9.18597 38.751825, -9.186071 38.75192, -9.186126 38.752006, -9.186157 38.752096, -9.186202 38.75245, -9.186229 38.752563, -9.186355 38.752835, -9.186405 38.752973, -9.186419 38.75308, -9.186396 38.753189, -9.18634 38.753281, -9.185726 38.753898, -9.185298 38.754249, -9.185125 38.754477)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,49,110639,"Ac. 2ª Circular, A1 (N), Centro, Campo Grande",LISBOA,60% a 41% da velocidade de fluxo livre,1.80556,6.5,230,493,38.7526,-9.18573,"LineString(-9.184497 38.751079, -9.184961 38.751294, -9.185847 38.751741, -9.18597 38.751825, -9.186071 38.75192, -9.186126 38.752006, -9.186157 38.752096, -9.186202 38.75245, -9.186229 38.752563, -9.186355 38.752835, -9.186405 38.752973, -9.186419 38.75308, -9.186396 38.753189, -9.18634 38.753281, -9.185726 38.753898, -9.185298 38.754249, -9.185125 38.754477)","LINESTRING(-9.184497 38.751079, -9.184961 38.751294, -9.185847 38.751741, -9.18597 38.751825, -9.186071 38.75192, -9.186126 38.752006, -9.186157 38.752096, -9.186202 38.75245, -9.186229 38.752563, -9.186355 38.752835, -9.186405 38.752973, -9.186419 38.75308, -9.186396 38.753189, -9.18634 38.753281, -9.185726 38.753898, -9.185298 38.754249, -9.185125 38.754477)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,49,110639,"Ac. 2ª Circular, A1 (N), Centro, Campo Grande",LISBOA,60% a 41% da velocidade de fluxo livre,1.92778,6.94,213,493,38.7526,-9.18573,"LineString(-9.184497 38.751079, -9.184961 38.751294, -9.185847 38.751741, -9.18597 38.751825, -9.186071 38.75192, -9.186126 38.752006, -9.186157 38.752096, -9.186202 38.75245, -9.186229 38.752563, -9.186355 38.752835, -9.186405 38.752973, -9.186419 38.75308, -9.186396 38.753189, -9.18634 38.753281, -9.185726 38.753898, -9.185298 38.754249, -9.185125 38.754477)","LINESTRING(-9.184497 38.751079, -9.184961 38.751294, -9.185847 38.751741, -9.18597 38.751825, -9.186071 38.75192, -9.186126 38.752006, -9.186157 38.752096, -9.186202 38.75245, -9.186229 38.752563, -9.186355 38.752835, -9.186405 38.752973, -9.186419 38.75308, -9.186396 38.753189, -9.18634 38.753281, -9.185726 38.753898, -9.185298 38.754249, -9.185125 38.754477)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,49,110639,"Ac. 2ª Circular, A1 (N), Centro, Campo Grande",LISBOA,60% a 41% da velocidade de fluxo livre,3.03333,10.92,120,493,38.7526,-9.18573,"LineString(-9.184497 38.751079, -9.184961 38.751294, -9.185847 38.751741, -9.18597 38.751825, -9.186071 38.75192, -9.186126 38.752006, -9.186157 38.752096, -9.186202 38.75245, -9.186229 38.752563, -9.186355 38.752835, -9.186405 38.752973, -9.186419 38.75308, -9.186396 38.753189, -9.18634 38.753281, -9.185726 38.753898, -9.185298 38.754249, -9.185125 38.754477)","LINESTRING(-9.184497 38.751079, -9.184961 38.751294, -9.185847 38.751741, -9.18597 38.751825, -9.186071 38.75192, -9.186126 38.752006, -9.186157 38.752096, -9.186202 38.75245, -9.186229 38.752563, -9.186355 38.752835, -9.186405 38.752973, -9.186419 38.75308, -9.186396 38.753189, -9.18634 38.753281, -9.185726 38.753898, -9.185298 38.754249, -9.185125 38.754477)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,51,110608,[BUS],LISBOA,60% a 41% da velocidade de fluxo livre,1.73611,6.25,157,315,38.7544,-9.19172,"LineString(-9.19324 38.754991, -9.192983 38.754992, -9.192832 38.754974, -9.192666 38.754938, -9.192486 38.754875, -9.191139 38.754155, -9.190371 38.753422)","LINESTRING(-9.19324 38.754991, -9.192983 38.754992, -9.192832 38.754974, -9.192666 38.754938, -9.192486 38.754875, -9.191139 38.754155, -9.190371 38.753422)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,51,110639,"Ac. 2ª Circular, A1 (N), Centro, Campo Grande",LISBOA,60% a 41% da velocidade de fluxo livre,0.663889,2.39,261,181,38.7533,-9.18639,"LineString(-9.186998 38.752614, -9.18694 38.752699, -9.186488 38.753214, -9.186194 38.753508, -9.185726 38.753898)","LINESTRING(-9.186998 38.752614, -9.18694 38.752699, -9.186488 38.753214, -9.186194 38.753508, -9.185726 38.753898)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,51,110639,"Ac. 2ª Circular, A1 (N), Centro, Campo Grande",LISBOA,60% a 41% da velocidade de fluxo livre,0.716667,2.58,242,181,38.7533,-9.18639,"LineString(-9.186998 38.752614, -9.18694 38.752699, -9.186488 38.753214, -9.186194 38.753508, -9.185726 38.753898)","LINESTRING(-9.186998 38.752614, -9.18694 38.752699, -9.186488 38.753214, -9.186194 38.753508, -9.185726 38.753898)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,51,110639,"Ac. 2ª Circular, A1 (N), Centro, Campo Grande",LISBOA,60% a 41% da velocidade de fluxo livre,0.783333,2.82,220,181,38.7533,-9.18639,"LineString(-9.186998 38.752614, -9.18694 38.752699, -9.186488 38.753214, -9.186194 38.753508, -9.185726 38.753898)","LINESTRING(-9.186998 38.752614, -9.18694 38.752699, -9.186488 38.753214, -9.186194 38.753508, -9.185726 38.753898)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,51,110639,"Ac. 2ª Circular, A1 (N), Centro, Campo Grande",LISBOA,60% a 41% da velocidade de fluxo livre,1.25556,4.52,133,181,38.7533,-9.18639,"LineString(-9.186998 38.752614, -9.18694 38.752699, -9.186488 38.753214, -9.186194 38.753508, -9.185726 38.753898)","LINESTRING(-9.186998 38.752614, -9.18694 38.752699, -9.186488 38.753214, -9.186194 38.753508, -9.185726 38.753898)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,53,110608,R. Julião Quintinha,LISBOA,60% a 41% da velocidade de fluxo livre,0.672222,2.42,171,157,38.7503,-9.1902,"LineString(-9.190741 38.750051, -9.190627 38.750404, -9.189913 38.750262, -9.189807 38.750302, -9.189657 38.750669)","LINESTRING(-9.190741 38.750051, -9.190627 38.750404, -9.189913 38.750262, -9.189807 38.750302, -9.189657 38.750669)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,53,110608,R. Julião Quintinha,LISBOA,60% a 41% da velocidade de fluxo livre,0.802778,2.89,133,157,38.7503,-9.1902,"LineString(-9.190741 38.750051, -9.190627 38.750404, -9.189913 38.750262, -9.189807 38.750302, -9.189657 38.750669)","LINESTRING(-9.190741 38.750051, -9.190627 38.750404, -9.189913 38.750262, -9.189807 38.750302, -9.189657 38.750669)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,53,110608,R. Julião Quintinha,LISBOA,60% a 41% da velocidade de fluxo livre,1.11389,4.01,79,157,38.7503,-9.1902,"LineString(-9.190741 38.750051, -9.190627 38.750404, -9.189913 38.750262, -9.189807 38.750302, -9.189657 38.750669)","LINESTRING(-9.190741 38.750051, -9.190627 38.750404, -9.189913 38.750262, -9.189807 38.750302, -9.189657 38.750669)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,55,110608,R. Joaquim Paço d'Arcos,LISBOA,60% a 41% da velocidade de fluxo livre,0.85,3.06,142,144,38.7484,-9.19132,"LineString(-9.191696 38.748057, -9.191503 38.74803, -9.191412 38.748042, -9.191294 38.748115, -9.19129 38.748217, -9.191285 38.74834, -9.191231 38.748729, -9.191184 38.74907)","LINESTRING(-9.191696 38.748057, -9.191503 38.74803, -9.191412 38.748042, -9.191294 38.748115, -9.19129 38.748217, -9.191285 38.74834, -9.191231 38.748729, -9.191184 38.74907)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,55,110608,R. Joaquim Paço d'Arcos,LISBOA,60% a 41% da velocidade de fluxo livre,0.955556,3.44,124,144,38.7484,-9.19132,"LineString(-9.191696 38.748057, -9.191503 38.74803, -9.191412 38.748042, -9.191294 38.748115, -9.19129 38.748217, -9.191285 38.74834, -9.191231 38.748729, -9.191184 38.74907)","LINESTRING(-9.191696 38.748057, -9.191503 38.74803, -9.191412 38.748042, -9.191294 38.748115, -9.19129 38.748217, -9.191285 38.74834, -9.191231 38.748729, -9.191184 38.74907)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,55,110608,R. Joaquim Paço d'Arcos,LISBOA,60% a 41% da velocidade de fluxo livre,1.03056,3.71,112,144,38.7484,-9.19132,"LineString(-9.191696 38.748057, -9.191503 38.74803, -9.191412 38.748042, -9.191294 38.748115, -9.19129 38.748217, -9.191285 38.74834, -9.191231 38.748729, -9.191184 38.74907)","LINESTRING(-9.191696 38.748057, -9.191503 38.74803, -9.191412 38.748042, -9.191294 38.748115, -9.19129 38.748217, -9.191285 38.74834, -9.191231 38.748729, -9.191184 38.74907)"
Avenida do Colégio Militar,eyckqy,2026-08-31,17,55,110608,R. Joaquim Paço d'Arcos,LISBOA,60% a 41% da velocidade de fluxo livre,1.19444,4.3,93,144,38.7484,-9.19132,"LineString(-9.191696 38.748057, -9.191503 38.74803, -9.191412 38.748042, -9.191294 38.748115, -9.19129 38.748217, -9.191285 38.74834, -9.191231 38.748729, -9.191184 38.74907)","LINESTRING(-9.191696 38.748057, -9.191503 38.74803, -9.191412 38.748042, -9.191294 38.748115, -9.19129 38.748217, -9.191285 38.74834, -9.191231 38.748729, -9.191184 38.74907)"
