line_id,line_short_name,line_long_name,route_id,agency_id,route_origin,route_destination,route_short_name,route_long_name,route_desc,route_remarks,route_type,contract,path_type,circular,school,route_url,route_color,route_text_color,route_sort_order,continuous_pickup,continuous_drop_off
2817,2817,Lisboa (Colégio Militar) - Odivelas (Metro) via Serra da Luz,2817_0,42,,Odivelas (Metro),2817,Lisboa (C. Militar) - Odivelas (Metro) via Serra da Luz,,,3,"",1,0,,,C61D23,FFFFFF,,,
2818,2818,Lisboa (Colégio Militar) - Serra da Amoreira,2818_0,42,Lisboa (C. Militar),Serra Amoreira,2818,Lisboa (C. Militar) - Serra da Amoreira,,,3,"",1,0,,,C61D23,FFFFFF,,,
2821,2821,Loures (Centro Comercial) - Pontinha (Metro) via Cidade Nova,2821_0,42,,Pontinha (Metro),2821,Loures (C. Comercial) - Pontinha (Metro) via Cidade Nova,,,3,"",1,0,,,C61D23,FFFFFF,,,
2824,2824,Pontinha (Metro) - Senhor Roubado (Metro) via Serra da Luz,2824_0,42,,Sr. Roubado (Metro),2824,Pontinha (Metro) - Sr. Roubado (Metro) via Serra da Luz,,,3,"",1,0,,,C61D23,FFFFFF,,,
2830,2830,Caneças - Lisboa (Colégio Militar) via Casal do Bispo,2830_0,42,,Colégio Militar,2830,Caneças - Lisboa (C. Militar) via Casal do Bispo,,,3,"",1,0,,,C61D23,FFFFFF,,,
2831,2831,Caneças (Escola Secundária) - Pontinha (Metro) via Casal do Bispo e Vale Grande,2831_0,42,,Pontinha (Metro),2831,Caneças (Esc. Secundária) - Pontinha (Metro) via Casal do Bispo e Vale Grande,,,3,"",1,0,,,C61D23,FFFFFF,,,
2833,2833,Pontinha (Metro) | Circular via Casal Novo,2833_0,42,,Pontinha (Metro),2833,Pontinha (Metro) | Circular via Casal Novo,,,3,"",1,1,,,C61D23,FFFFFF,,,
2833,2833,Pontinha (Metro) | Circular via Casal Novo,2833_1,42,Casal Novo,Pontinha (Metro),2833,Casal Novo - Pontinh (Metro),,,3,"",3,0,,,C61D23,FFFFFF,,,
2833,2833,Pontinha (Metro) | Circular via Casal Novo,2833_2,42,,Casal Novo,2833,Pontinha (Metro) - Casal Novo(C),,,3,"",3,0,,,C61D23,FFFFFF,,,
2841,2841,Lisboa (Campo Grande) - Sobralinho via A1 e Arcena,2841_0,42,Lisboa (C. Grande),Sobralinho,2841,Lisboa (C. Grande) - Sobralinho via A1 e Arcena,,,3,"",1,0,,,C61D23,FFFFFF,,,
2841,2841,Lisboa (Campo Grande) - Sobralinho via A1 e Arcena,2841_2,42,Lisboa (C. Grande),Sobralinho,2841,Lisboa (C. Grande) - Sobralinho via A1 Arcena e N10,,,3,"",3,0,,,C61D23,FFFFFF,,,
2842,2842,Lisboa (Campo Grande) - Vila Franca de Xira via Alverca e N10,2842_0,42,Lisboa (C. Grande),Vila Franca Xira,2842,Lisboa (C. Grande) - Vila Franca de Xira via Alverca e N10,,,3,"",1,0,,,C61D23,FFFFFF,,,
2850,2850,Costa da Caparica - Póvoa de Santo Adrião (Parque Urbano),2850_0,42,Costa da Caparica,Sete Castelos,2850,Costa da Caparica - Póvoa de Santo Adrião (Parque Urbano),,,3,"",1,0,,,0C807E,FFFFFF,,,
2900,2900,Lisboa (Campo Grande) - São Sebastião,2900_0,42,Lisboa (C. Grande),São Sebastião,2900,Lisboa (C. Grande) - São Sebastião,,,3,"",1,0,,,FDB71A,FFFFFF,,,
2901,2901,Rolia - Venda do Pinheiro (Terminal),2901_0,42,Rolia,Venda do Pinheiro,2901,Rolia - Venda do Pinheiro (Terminal),,,3,"",1,0,,,C61D23,FFFFFF,,,
2901,2901,Rolia - Venda do Pinheiro (Terminal),2901_1,42,Povoa da Galega,Venda do Pinheiro,2901,Povoa da Galega – Venda do Pinheiro,,,3,"",3,0,,,C61D23,FFFFFF,,,
2905,2905,Aranha (Rotunda) - Ericeira (Terminal),2905_0,42,Aranha (Rotunda),Ericeira (Terminal),2905,Aranha (Rotunda) - Ericeira (Terminal),,,3,"",1,0,,,BB3E96,FFFFFF,,,
2906,2906,Assenta - Encarnação Cruz,2906_0,42,Assenta,Encarnação Cruz,2906,Assenta - Encarnação Cruz,,,3,"",1,0,,,C61D23,FFFFFF,,,
2907,2907,Assenta - Ericeira (Terminal),2907_0,42,Assenta,Ericeira (Terminal),2907,Assenta - Ericeira (Terminal),,,3,"",1,0,,,C61D23,FFFFFF,,,
2908,2908,Cambelas - Encarnação Cruz,2908_0,42,Cambelas,Encarnação Cruz,2908,Cambelas - Encarnação Cruz,,,3,"",1,0,,,BB3E96,FFFFFF,,,
2908,2908,Cambelas - Encarnação Cruz,2908_1,42,Encarnação Cruz,Barril,2908,Encarnação Cruz - Barril,,,3,"",3,0,,,BB3E96,FFFFFF,,,
2910,2910,Ervideira - Malveira (Terminal),2910_0,42,Ervideira,Malveira (Terminal),2910,Ervideira - Malveira,,,3,"",1,0,,,C61D23,FFFFFF,,,
2910,2910,Ervideira - Malveira (Terminal),2910_1,42,São Sebastião,Malveira (Terminal),2910,São Sebastião - Malveira,,,3,"",3,0,,,C61D23,FFFFFF,,,
2910,2910,Ervideira - Malveira (Terminal),2910_2,42,,Ervideira,2910,Malveira (Terminal) - Ervideira_(C),,,3,"",3,0,,,C61D23,FFFFFF,,,
2911,2911,Ervideira - Malveira (Terminal),2911_0,42,Ervideira,Malveira (Terminal),2911,Ervideira - Malveira (Terminal) via Vila Franca do Rosário,,,3,"",1,0,,,C61D23,FFFFFF,,,
2911,2911,Ervideira - Malveira (Terminal),2911_1,42,Malveira (Terminal),São Sebastião,2911,Malveira (Terminal) - São Sebastião,,,3,"",3,0,,,C61D23,FFFFFF,,,
2912,2912,São Sebastião - Malveira (Terminal),2912_0,42,São Sebastião,Malveira (Terminal),2912,Malveira (Terminal)  - São Sebastião via Vila Franca do Rosário,,,3,"",1,0,,,C61D23,FFFFFF,,,
2913,2913,Mafra (Parque Desportivo) - Pero Negro (Estação),2913_0,42,Mafra (Parque Desportivo),Pero Negro (Estação),2913,Mafra (Parque Desportivo) - Pero Negro (Estação),,,3,"",1,0,,,C61D23,FFFFFF,,,
2913,2913,Mafra (Parque Desportivo) - Pero Negro (Estação),2913_1,42,Mafra (Parque Desportivo),Gradil,2913,Mafra (Parque Desportivo) - Gradil,,,3,"",3,0,,,C61D23,FFFFFF,,,
2914,2914,Mafra (Parque Desportivo) - São Pedro da Cadeira (Rotunda da Aranha),2914_0,42,Mafra (Parque Desportivo),Aranha (Rotunda),2914,Mafra (Parque Desportivo) - São Pedro da Cadeira (Rotunda da Aranha),,,3,"",1,0,,,BB3E96,FFFFFF,,,
2915,2915,Vila Franca do Rosário - Malveira (Terminal),2915_0,42,Vila Franca do Rosário,Malveira (Terminal),2915,Vila Franca do Rosário - Malveira (Terminal),,,3,"",1,0,,,C61D23,FFFFFF,,,
2920,2920,A-do-Mourão - Alverca (Estação),2920_0,42,A-do-Mourão,Alverca (Estação),2920,A-do-Mourão - Alverca (Estação),,,3,"",1,0,,,C61D23,FFFFFF,,,
2921,2921,Vila Franca de Xira - Arruda dos Vinhos via Alhandra,2921_0,42,Vila Franca Xira,Arruda Vinhos,2921,V.F.Xira - Arruda Vinhos,,,3,"",1,0,,,BB3E96,FFFFFF,,,
2926,2926,Castanheira (Estação) - Vila Franca de Xira via Cachoeiras,2926_0,42,Castanheira(Est),Vila Franca de Xira,2926,Castanheira(Est) - Vila F. Xira via Cachoeiras,,,3,"",1,0,,,C61D23,FFFFFF,,,
2927,2927,Castanheira (Estação) - Vila Franca de Xira via Montegordo,2927_0,42,Castanheira(Est),Vila Franca Xira,2927,Castanheira(CP) - Vila Franca Xira via Loja Nova,,,3,"",1,0,,,C61D23,FFFFFF,,,
2928,2928,Arruda dos Vinhos - Vila Franca de Xira via Casais da Granja,2928_0,42,,V. Franca Xira,2928,Arruda dos Vinhos - V.Franca Xira,,,3,"",1,0,,,BB3E96,FFFFFF,,,
